nav_stage,STAGE,스테이지,关卡,關卡,ด่าน
nav_shop,SHOP,상점,商店,商店,ร้านค้า
nav_bag,BAG,가방,背包,背包,กระเป๋า
game_drag_hint,DRAG BETWEEN MATCHING NODES,같은 색 노드를 드래그로 연결하세요,拖动连接相同节点,拖曳連接相同節點,ลากเชื่อมโหนดที่ตรงกัน
game_stage_clear,STAGE CLEAR,스테이지 클리어,关卡完成,關卡完成,ผ่านด่านแล้ว
game_paused,PAUSED,일시정지,暂停,暫停,หยุดชั่วคราว
game_next,NEXT,다음,下一关,下一關,ต่อไป
game_retry,RETRY,다시하기,重试,重試,ลองใหม่
game_lobby,LOBBY,로비,大厅,大廳,ล็อบบี้
game_resume,RESUME,계속,继续,繼續,เล่นต่อ
game_time_up,TIME'S UP,시간 초과,时间到,時間到,หมดเวลา
popup_cancel,CANCEL,취소,取消,取消,ยกเลิก
popup_exit_title,EXIT GAME,게임 종료,退出游戏,結束遊戲,ออกจากเกม
popup_exit_message,Close Project Link and return to your device?,프로젝트 링크를 닫고 기기로 돌아갈까요?,关闭项目连接并返回设备?,關閉專案連線並返回裝置?,ปิดโปรเจกต์ลิงก์แล้วกลับไปยังอุปกรณ์?
popup_exit_confirm,EXIT,종료,退出,結束,ออก
popup_return_title,RETURN TO TITLE,타이틀로 돌아가기,返回标题,返回標題,กลับหน้าแรก
popup_return_message,Current lobby selection will be kept. Move back to the title screen?,현재 로비 선택은 유지됩니다. 타이틀 화면으로 돌아갈까요?,当前大厅选择将保留。返回标题画面?,目前大廳選擇會保留。返回標題畫面?,จะเก็บการเลือกในล็อบบี้ไว้ กลับไปหน้าแรก?
popup_return_confirm,GO TO TITLE,타이틀로 이동,前往标题,前往標題,ไปหน้าแรก
popup_session_expired_title,SESSION EXPIRED,세션 만료,会话已过期,工作階段已過期,เซสชันหมดอายุ
popup_session_expired_message,Your session has expired. Please return to the title screen.,세션이 만료되었습니다. 타이틀 화면으로 돌아가세요.,您的会话已过期。请返回标题画面。,您的工作階段已過期。請返回標題畫面。,เซสชันของคุณหมดอายุแล้ว กรุณากลับไปหน้าแรก
language_en,EN,영어,英语,英文,อังกฤษ
language_ko,KO,한국어,韩语,韓文,เกาหลี
language_zh_cn,ZH-CN,중국어 간체,简体中文,簡體中文,จีนตัวย่อ
language_zh_tw,ZH-TW,중국어 번체,繁体中文,繁體中文,จีนตัวเต็ม
language_th,TH,태국어,泰语,泰文,ไทย
country_us,US,US,US,US,US
country_kr,KR,KR,KR,KR,KR
country_cn,CN,CN,CN,CN,CN
country_tw,TW,TW,TW,TW,TW
country_th,TH,TH,TH,TH,TH
ui_color,Color,Color,Color,Color,Color
ui_paths,Paths,Paths,Paths,Paths,Paths
ui_start,Start,Start,Start,Start,Start
ui_play,Play,Play,Play,Play,Play
ui_buy,Buy,Buy,Buy,Buy,Buy
ui_close,Close,Close,Close,Close,Close
ui_save,Save,Save,Save,Save,Save
bootstrap_loading,Loading...,Loading...,Loading...,Loading...,Loading...
settings_bgm,BGM,BGM,BGM,BGM,BGM
settings_sfx,SFX,SFX,SFX,SFX,SFX
settings_haptics,Haptics,Haptics,Haptics,Haptics,Haptics
settings_notifications,Notifications,Notifications,Notifications,Notifications,Notifications
settings_language,Language,Language,Language,Language,Language
settings_account,Account,Account,Account,Account,Account
settings_not_linked,Not linked,Not linked,Not linked,Not linked,Not linked
settings_link,Link,Link,Link,Link,Link
popup_buy_item_title,Buy Item,Buy Item,Buy Item,Buy Item,Buy Item
popup_buy_item_hint_desc,Reveal a path when stuck!,Reveal a path when stuck!,Reveal a path when stuck!,Reveal a path when stuck!,Reveal a path when stuck!
popup_refill,Refill,Refill,Refill,Refill,Refill
popup_energy_empty,You're out of energy! Refill to keep playing.,You're out of energy! Refill to keep playing.,You're out of energy! Refill to keep playing.,You're out of energy! Refill to keep playing.,You're out of energy! Refill to keep playing.
popup_watch_ad,Watch Ad,Watch Ad,Watch Ad,Watch Ad,Watch Ad
lobby_daily_challenge,Daily Challenge,Daily Challenge,Daily Challenge,Daily Challenge,Daily Challenge
lobby_color_cup,Color Cup,Color Cup,Color Cup,Color Cup,Color Cup
lobby_current_stage,Current Stage,Current Stage,Current Stage,Current Stage,Current Stage
nav_ranking,Ranking,Ranking,Ranking,Ranking,Ranking
game_level,Level,Level,Level,Level,Level
game_hint,Hint,Hint,Hint,Hint,Hint
game_undo,Undo,Undo,Undo,Undo,Undo
item_paint,Paint,Paint,Paint,Paint,Paint
item_shuffle,Shuffle,Shuffle,Shuffle,Shuffle,Shuffle
item_hammer,Hammer,Hammer,Hammer,Hammer,Hammer
